ShowOriginal,Theatre,WeekEnd,Weekly Total Attendance,Weekly Grosses,Numberof Performances,Number of Performances,Percent Capacity,ShowCaseCorrected,Show,RerunYear,Run
A GENTLEMAN'S GUIDE TO LOVE AND MURDER,Walter Kerr,2016-01-17,7181,677178,8,0,0.99,A Gentleman's Guide to Love and Murder,A Gentleman's Guide to Love and Murder,,Original
A GENTLEMAN'S GUIDE TO LOVE AND MURDER,Walter Kerr,2016-03-01,7970,764181,9,0,0.98,A Gentleman's Guide to Love and Murder,A Gentleman's Guide to Love and Murder,,Original
A GENTLEMAN'S GUIDE TO LOVE AND MURDER,Walter Kerr,2016-10-01,6622,584067,8,0,0.91,A Gentleman's Guide to Love and Murder,A Gentleman's Guide to Love and Murder,,Original
A SOLDIER'S PLAY,American Airlines,2019-12-29,2216,169754,0,3,1.02,A Soldier's Play,A Soldier's Play,,Original
A SOLDIER'S PLAY,American Airlines,2020-01-05,4932,286010,0,7,0.98,A Soldier's Play,A Soldier's Play,,Original
A SOLDIER'S PLAY,American Airlines,2020-01-12,4901,305205,0,8,0.85,A Soldier's Play,A Soldier's Play,,Original
A SOLDIER'S PLAY,American Airlines,2020-01-19,5472,320553,0,8,0.95,A Soldier's Play,A Soldier's Play,,Original
A SOLDIER'S PLAY,American Airlines,2020-01-26,5009,328111,7,0,0.99,A Soldier's Play,A Soldier's Play,,Original
A SOLDIER'S PLAY,American Airlines,2020-02-02,5104,379764,8,0,0.88,A Soldier's Play,A Soldier's Play,,Original
A SOLDIER'S PLAY,American Airlines,2020-02-09,5299,409337,8,0,0.92,A Soldier's Play,A Soldier's Play,,Original
A SOLDIER'S PLAY,American Airlines,2020-02-16,5323,447424,8,0,0.92,A Soldier's Play,A Soldier's Play,,Original
A SOLDIER'S PLAY,American Airlines,2020-02-23,5666,460369,8,0,0.98,A Soldier's Play,A Soldier's Play,,Original
A SOLDIER'S PLAY,American Airlines,2020-03-01,5424,470331,8,0,0.94,A Soldier's Play,A Soldier's Play,,Original
A SOLDIER'S PLAY,American Airlines,2020-03-08,5828,529469,8,0,1.01,A Soldier's Play,A Soldier's Play,,Original
A VIEW FROM THE BRIDGE 2015,Lyceum,2016-01-17,6943,525768,8,0,0.85,A View from the Bridge 2015,A View from the Bridge ,2015,Rerun
A VIEW FROM THE BRIDGE 2015,Lyceum,2016-01-24,4723,325572,6,0,0.77,A View from the Bridge 2015,A View from the Bridge ,2015,Rerun
A VIEW FROM THE BRIDGE 2015,Lyceum,2016-01-31,6592,477846,8,0,0.81,A View from the Bridge 2015,A View from the Bridge ,2015,Rerun
A VIEW FROM THE BRIDGE 2015,Lyceum,2016-02-14,6569,462978,8,0,0.80,A View from the Bridge 2015,A View from the Bridge ,2015,Rerun
A VIEW FROM THE BRIDGE 2015,Lyceum,2016-02-21,7460,538668,8,0,0.91,A View from the Bridge 2015,A View from the Bridge ,2015,Rerun
A VIEW FROM THE BRIDGE 2015,Lyceum,2016-03-01,7074,518228,8,0,0.87,A View from the Bridge 2015,A View from the Bridge ,2015,Rerun
A VIEW FROM THE BRIDGE 2015,Lyceum,2016-07-02,6144,436995,8,0,0.75,A View from the Bridge 2015,A View from the Bridge ,2015,Rerun
A VIEW FROM THE BRIDGE 2015,Lyceum,2016-10-01,6840,529395,8,0,0.84,A View from the Bridge 2015,A View from the Bridge ,2015,Rerun
AIN'T TOO PROUD,Imperial,2019-03-03,4164,472627,0,3,0.97,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-03-10,9233,872597,0,7,0.93,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-03-17,9810,949781,0,7,0.98,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-03-24,11378,1102218,4,4,1.00,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-03-31,11176,1330046,8,0,0.98,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-04-07,10943,1337083,8,0,0.96,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-04-14,11009,1342738,8,0,0.97,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-04-21,11282,1396582,8,0,0.99,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-04-28,11365,1445892,8,0,1.00,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-05-05,11242,1445734,8,0,0.99,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-05-12,11365,1494459,8,0,1.00,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-05-19,11373,1463394,8,0,1.00,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-05-26,11378,1576625,8,0,1.00,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-06-02,11357,1513346,8,0,1.00,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-06-09,11392,1548022,8,0,1.00,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-06-16,11392,1604639,8,0,1.00,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-06-23,11392,1590238,8,0,1.00,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-06-30,11352,1565260,8,0,1.00,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-07-07,11292,1494677,8,0,0.99,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-07-14,9887,1306280,7,0,0.99,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-07-21,11376,1559925,8,0,1.00,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-07-28,11366,1526427,8,0,1.00,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-08-04,11300,1482201,8,0,0.99,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-08-11,11098,1466394,8,0,0.97,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-08-18,11097,1429585,8,0,0.97,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-08-25,11188,1444757,8,0,0.98,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-09-01,11381,1571126,8,0,1.00,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-09-08,11188,1421018,8,0,0.98,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-09-15,11273,1512149,8,0,0.99,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-09-22,11214,1529416,8,0,0.98,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-09-29,11005,1486705,8,0,0.97,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-10-06,10926,1498491,8,0,0.96,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-10-13,11365,1585819,8,0,1.00,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-10-20,11004,1547413,8,0,0.97,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-10-27,11082,1530810,8,0,0.97,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-11-03,11036,1372643,8,0,0.97,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-11-10,10822,1519668,8,0,0.95,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-11-17,10572,1440028,8,0,0.93,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-11-24,10642,1416921,8,0,0.93,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-12-01,10870,1596418,8,0,0.95,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-12-08,11089,1710068,8,0,0.97,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-12-15,11200,1671951,8,0,0.98,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-12-22,10842,1532603,8,0,0.95,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2019-12-29,11305,1865017,8,0,0.99,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2020-01-05,11022,1507514,9,0,0.86,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2020-01-12,10168,1266884,8,0,0.89,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2020-01-19,10780,1359169,8,0,0.95,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2020-01-26,10180,1254912,8,0,0.89,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2020-02-02,10195,1153957,8,0,0.89,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2020-02-09,10279,1199875,8,0,0.90,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2020-02-16,10797,1339322,8,0,0.95,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2020-02-23,10461,1187875,8,0,0.92,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2020-03-01,9364,1015750,8,0,0.82,Ain't Too Proud,Ain't Too Proud,,Original
AIN'T TOO PROUD,Imperial,2020-03-08,9160,920904,8,0,0.80,Ain't Too Proud,Ain't Too Proud,,Original
ALADDIN,New Amsterdam,2016-01-05,13775,1494979,8,0,1.00,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-01-17,13633,1360505,8,0,0.99,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-01-24,9253,831498,6,0,0.89,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-01-31,13023,1234997,8,0,0.94,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-02-10,13440,1310768,8,0,0.97,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-02-14,13811,1493306,8,0,1.00,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-02-21,13793,1486893,8,0,1.00,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-02-28,13150,1151986,8,0,0.95,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-03-01,15542,2398110,9,0,1.00,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-03-04,13760,1850963,8,0,1.00,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-03-07,13683,1564928,8,0,0.99,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-03-13,13639,1325184,8,0,0.99,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-03-20,13808,1570189,8,0,1.00,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-03-27,15519,2127857,9,0,1.00,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-04-09,13610,1449373,8,0,0.99,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-04-12,13118,1502623,8,0,0.95,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-04-17,13436,1451714,8,0,0.97,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-04-24,13590,1433167,8,0,0.98,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-05-06,13641,1506481,8,0,0.99,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-05-15,13238,1377960,8,0,0.96,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-05-22,13715,1474530,8,0,0.99,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-05-29,13779,1524878,8,0,1.00,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-06-03,12778,1079248,8,0,0.92,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-06-11,13013,1290024,8,0,0.94,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-06-19,13677,1586333,8,0,0.99,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-06-26,13791,1671568,8,0,1.00,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-07-02,13074,1225573,8,0,0.95,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-07-08,14473,1790487,9,0,0.93,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-07-17,13442,1683488,8,0,0.97,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-07-24,13531,1737722,8,0,0.98,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-07-31,13568,1711547,8,0,0.98,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-08-05,13549,1397674,8,0,0.98,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-08-14,13288,1663119,8,0,0.96,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-08-21,13432,1561265,8,0,0.97,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-08-28,13331,1474318,8,0,0.96,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-09-10,13580,1535611,8,0,0.98,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-09-18,13348,1375121,8,0,0.97,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-09-25,13212,1272615,8,0,0.96,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-10-01,13710,1370548,8,0,0.99,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-10-04,13507,1494139,8,0,0.98,Aladdin,Aladdin,,Original
ALADDIN,New Amsterdam,2016-10-07,13115,1591362,8,0,0.95,Aladdin,Aladdin,,Original
