Level_Type,Area_Type,Area_Name,Borough,Month,Median_Rent
Detail,neighborhood,Castle Hill,Bronx,2010-10,
Detail,neighborhood,City Island,Bronx,2010-10,
Detail,neighborhood,Co-op City,Bronx,2010-10,
Detail,neighborhood,Concourse,Bronx,2010-10,1425
Detail,neighborhood,Country Club,Bronx,2010-10,
Detail,neighborhood,Crotona Park East,Bronx,2010-10,
Detail,neighborhood,East Tremont,Bronx,2010-10,
Detail,neighborhood,Eastchester,Bronx,2010-10,
Detail,neighborhood,Edenwald,Bronx,2010-10,
Detail,neighborhood,Fordham,Bronx,2010-10,
Detail,neighborhood,Highbridge,Bronx,2010-10,
Detail,neighborhood,Hunts Point,Bronx,2010-10,
Detail,neighborhood,Kingsbridge,Bronx,2010-10,
Detail,neighborhood,Laconia,Bronx,2010-10,
Detail,neighborhood,Longwood,Bronx,2010-10,
Detail,neighborhood,Melrose,Bronx,2010-10,
Detail,neighborhood,Morris Heights,Bronx,2010-10,
Detail,neighborhood,Morris Park,Bronx,2010-10,
Detail,neighborhood,Morrisania,Bronx,2010-10,
Detail,neighborhood,Mott Haven,Bronx,2010-10,
Detail,neighborhood,Norwood,Bronx,2010-10,
Detail,neighborhood,Parkchester,Bronx,2010-10,
Detail,neighborhood,Pelham Bay,Bronx,2010-10,
Detail,neighborhood,Pelham Gardens,Bronx,2010-10,
Detail,neighborhood,Pelham Parkway,Bronx,2010-10,
Detail,neighborhood,Port Morris,Bronx,2010-10,
Detail,neighborhood,Riverdale,Bronx,2010-10,1925
Detail,neighborhood,Schuylerville,Bronx,2010-10,
Detail,neighborhood,Soundview,Bronx,2010-10,
Detail,neighborhood,Throgs Neck,Bronx,2010-10,
Detail,neighborhood,Tremont,Bronx,2010-10,
Detail,neighborhood,University Heights,Bronx,2010-10,
Detail,neighborhood,Van Nest,Bronx,2010-10,
Detail,neighborhood,Wakefield,Bronx,2010-10,
Detail,neighborhood,Westchester Village,Bronx,2010-10,
Detail,neighborhood,Williamsbridge,Bronx,2010-10,
Detail,neighborhood,Woodlawn,Bronx,2010-10,
Detail,neighborhood,Woodstock,Bronx,2010-10,
Aggregation,borough,All Bronx,Bronx,2010-11,1600
Detail,neighborhood,Baychester,Bronx,2010-11,
Detail,neighborhood,Bedford Park,Bronx,2010-11,
Detail,neighborhood,Belmont,Bronx,2010-11,
Detail,neighborhood,Bronxwood,Bronx,2010-11,
Detail,neighborhood,Castle Hill,Bronx,2010-11,
Detail,neighborhood,City Island,Bronx,2010-11,
Detail,neighborhood,Co-op City,Bronx,2010-11,
Detail,neighborhood,Concourse,Bronx,2010-11,
Detail,neighborhood,Country Club,Bronx,2010-11,
Detail,neighborhood,Crotona Park East,Bronx,2010-11,
Detail,neighborhood,East Tremont,Bronx,2010-11,
Detail,neighborhood,Eastchester,Bronx,2010-11,
Detail,neighborhood,Edenwald,Bronx,2010-11,
Detail,neighborhood,Fordham,Bronx,2010-11,
Detail,neighborhood,Highbridge,Bronx,2010-11,
Detail,neighborhood,Hunts Point,Bronx,2010-11,
Detail,neighborhood,Kingsbridge,Bronx,2010-11,
Detail,neighborhood,Laconia,Bronx,2010-11,
Detail,neighborhood,Longwood,Bronx,2010-11,
Detail,neighborhood,Melrose,Bronx,2010-11,
Detail,neighborhood,Morris Heights,Bronx,2010-11,
Detail,neighborhood,Morris Park,Bronx,2010-11,
Detail,neighborhood,Morrisania,Bronx,2010-11,
Detail,neighborhood,Mott Haven,Bronx,2010-11,
Detail,neighborhood,Norwood,Bronx,2010-11,
Detail,neighborhood,Parkchester,Bronx,2010-11,
Detail,neighborhood,Pelham Bay,Bronx,2010-11,
Detail,neighborhood,Pelham Gardens,Bronx,2010-11,
Detail,neighborhood,Pelham Parkway,Bronx,2010-11,
Detail,neighborhood,Port Morris,Bronx,2010-11,
Detail,neighborhood,Riverdale,Bronx,2010-11,2000
Detail,neighborhood,Schuylerville,Bronx,2010-11,
Detail,neighborhood,Soundview,Bronx,2010-11,
Detail,neighborhood,Throgs Neck,Bronx,2010-11,
Detail,neighborhood,Tremont,Bronx,2010-11,
Detail,neighborhood,University Heights,Bronx,2010-11,
Detail,neighborhood,Van Nest,Bronx,2010-11,
Detail,neighborhood,Wakefield,Bronx,2010-11,
Detail,neighborhood,Westchester Village,Bronx,2010-11,
Detail,neighborhood,Williamsbridge,Bronx,2010-11,
Detail,neighborhood,Woodlawn,Bronx,2010-11,
Detail,neighborhood,Woodstock,Bronx,2010-11,
Aggregation,borough,All Bronx,Bronx,2010-12,1600
Detail,neighborhood,Baychester,Bronx,2010-12,
Detail,neighborhood,Bedford Park,Bronx,2010-12,
Detail,neighborhood,Belmont,Bronx,2010-12,
Detail,neighborhood,Bronxwood,Bronx,2010-12,
Detail,neighborhood,Castle Hill,Bronx,2010-12,
Detail,neighborhood,City Island,Bronx,2010-12,
Detail,neighborhood,Co-op City,Bronx,2010-12,
Detail,neighborhood,Concourse,Bronx,2010-12,1438
Detail,neighborhood,Country Club,Bronx,2010-12,
Detail,neighborhood,Crotona Park East,Bronx,2010-12,
Detail,neighborhood,East Tremont,Bronx,2010-12,
Detail,neighborhood,Eastchester,Bronx,2010-12,
Detail,neighborhood,Edenwald,Bronx,2010-12,
Detail,neighborhood,Fordham,Bronx,2010-12,
Detail,neighborhood,Highbridge,Bronx,2010-12,
Detail,neighborhood,Hunts Point,Bronx,2010-12,
Detail,neighborhood,Kingsbridge,Bronx,2010-12,
Detail,neighborhood,Laconia,Bronx,2010-12,
Detail,neighborhood,Longwood,Bronx,2010-12,
Detail,neighborhood,Melrose,Bronx,2010-12,
Detail,neighborhood,Morris Heights,Bronx,2010-12,
Detail,neighborhood,Morris Park,Bronx,2010-12,
Detail,neighborhood,Morrisania,Bronx,2010-12,
Detail,neighborhood,Mott Haven,Bronx,2010-12,1500
Detail,neighborhood,Norwood,Bronx,2010-12,
Detail,neighborhood,Parkchester,Bronx,2010-12,
Detail,neighborhood,Pelham Bay,Bronx,2010-12,
Detail,neighborhood,Pelham Gardens,Bronx,2010-12,
Detail,neighborhood,Pelham Parkway,Bronx,2010-12,
Detail,neighborhood,Port Morris,Bronx,2010-12,
Detail,neighborhood,Riverdale,Bronx,2010-12,2000
Detail,neighborhood,Schuylerville,Bronx,2010-12,
Detail,neighborhood,Soundview,Bronx,2010-12,
Detail,neighborhood,Throgs Neck,Bronx,2010-12,
Detail,neighborhood,Tremont,Bronx,2010-12,
Detail,neighborhood,University Heights,Bronx,2010-12,
Detail,neighborhood,Van Nest,Bronx,2010-12,
Detail,neighborhood,Wakefield,Bronx,2010-12,
Detail,neighborhood,Westchester Village,Bronx,2010-12,
Detail,neighborhood,Williamsbridge,Bronx,2010-12,
Detail,neighborhood,Woodlawn,Bronx,2010-12,
Detail,neighborhood,Woodstock,Bronx,2010-12,
Aggregation,borough,All Bronx,Bronx,2011-01,1595
Detail,neighborhood,Baychester,Bronx,2011-01,
Detail,neighborhood,Bedford Park,Bronx,2011-01,
Detail,neighborhood,Belmont,Bronx,2011-01,
Detail,neighborhood,Bronxwood,Bronx,2011-01,
Detail,neighborhood,Castle Hill,Bronx,2011-01,
Detail,neighborhood,City Island,Bronx,2011-01,
Detail,neighborhood,Co-op City,Bronx,2011-01,
Detail,neighborhood,Concourse,Bronx,2011-01,1313
Detail,neighborhood,Country Club,Bronx,2011-01,
Detail,neighborhood,Crotona Park East,Bronx,2011-01,
Detail,neighborhood,East Tremont,Bronx,2011-01,
Detail,neighborhood,Eastchester,Bronx,2011-01,
Detail,neighborhood,Edenwald,Bronx,2011-01,
Detail,neighborhood,Fordham,Bronx,2011-01,
Detail,neighborhood,Highbridge,Bronx,2011-01,
Detail,neighborhood,Hunts Point,Bronx,2011-01,
Detail,neighborhood,Kingsbridge,Bronx,2011-01,
Detail,neighborhood,Laconia,Bronx,2011-01,
Detail,neighborhood,Longwood,Bronx,2011-01,
Detail,neighborhood,Melrose,Bronx,2011-01,
Detail,neighborhood,Morris Heights,Bronx,2011-01,
Detail,neighborhood,Morris Park,Bronx,2011-01,
Detail,neighborhood,Morrisania,Bronx,2011-01,
Detail,neighborhood,Mott Haven,Bronx,2011-01,1500
Detail,neighborhood,Norwood,Bronx,2011-01,
Detail,neighborhood,Parkchester,Bronx,2011-01,
Detail,neighborhood,Pelham Bay,Bronx,2011-01,
Detail,neighborhood,Pelham Gardens,Bronx,2011-01,
Detail,neighborhood,Pelham Parkway,Bronx,2011-01,
Detail,neighborhood,Port Morris,Bronx,2011-01,
Detail,neighborhood,Riverdale,Bronx,2011-01,1775
Detail,neighborhood,Schuylerville,Bronx,2011-01,
Detail,neighborhood,Soundview,Bronx,2011-01,
Detail,neighborhood,Throgs Neck,Bronx,2011-01,
Detail,neighborhood,Tremont,Bronx,2011-01,
Detail,neighborhood,University Heights,Bronx,2011-01,
Detail,neighborhood,Van Nest,Bronx,2011-01,
Detail,neighborhood,Wakefield,Bronx,2011-01,
Detail,neighborhood,Westchester Village,Bronx,2011-01,
Detail,neighborhood,Williamsbridge,Bronx,2011-01,
Detail,neighborhood,Woodlawn,Bronx,2011-01,
Detail,neighborhood,Woodstock,Bronx,2011-01,
Aggregation,borough,All Bronx,Bronx,2011-02,1550
Detail,neighborhood,Baychester,Bronx,2011-02,
Detail,neighborhood,Bedford Park,Bronx,2011-02,
Detail,neighborhood,Belmont,Bronx,2011-02,
Detail,neighborhood,Bronxwood,Bronx,2011-02,
Detail,neighborhood,Castle Hill,Bronx,2011-02,
Detail,neighborhood,City Island,Bronx,2011-02,
Detail,neighborhood,Co-op City,Bronx,2011-02,
Detail,neighborhood,Concourse,Bronx,2011-02,
Detail,neighborhood,Country Club,Bronx,2011-02,
Detail,neighborhood,Crotona Park East,Bronx,2011-02,
Detail,neighborhood,East Tremont,Bronx,2011-02,
Detail,neighborhood,Eastchester,Bronx,2011-02,
Detail,neighborhood,Edenwald,Bronx,2011-02,
Detail,neighborhood,Fordham,Bronx,2011-02,
Detail,neighborhood,Highbridge,Bronx,2011-02,
Detail,neighborhood,Hunts Point,Bronx,2011-02,
Detail,neighborhood,Kingsbridge,Bronx,2011-02,
Detail,neighborhood,Laconia,Bronx,2011-02,
Detail,neighborhood,Longwood,Bronx,2011-02,
Detail,neighborhood,Melrose,Bronx,2011-02,
Detail,neighborhood,Morris Heights,Bronx,2011-02,
Detail,neighborhood,Morris Park,Bronx,2011-02,
Detail,neighborhood,Morrisania,Bronx,2011-02,
Detail,neighborhood,Mott Haven,Bronx,2011-02,
Detail,neighborhood,Norwood,Bronx,2011-02,
Detail,neighborhood,Parkchester,Bronx,2011-02,1300
Detail,neighborhood,Pelham Bay,Bronx,2011-02,
Detail,neighborhood,Pelham Gardens,Bronx,2011-02,
Detail,neighborhood,Pelham Parkway,Bronx,2011-02,
Detail,neighborhood,Port Morris,Bronx,2011-02,
Detail,neighborhood,Riverdale,Bronx,2011-02,1600
Detail,neighborhood,Schuylerville,Bronx,2011-02,
Detail,neighborhood,Soundview,Bronx,2011-02,
Detail,neighborhood,Throgs Neck,Bronx,2011-02,
Detail,neighborhood,Tremont,Bronx,2011-02,
Detail,neighborhood,University Heights,Bronx,2011-02,
Detail,neighborhood,Van Nest,Bronx,2011-02,
Detail,neighborhood,Wakefield,Bronx,2011-02,
Detail,neighborhood,Westchester Village,Bronx,2011-02,
Detail,neighborhood,Williamsbridge,Bronx,2011-02,
Detail,neighborhood,Woodlawn,Bronx,2011-02,
Detail,neighborhood,Woodstock,Bronx,2011-02,
Aggregation,borough,All Bronx,Bronx,2011-03,1600
Detail,neighborhood,Baychester,Bronx,2011-03,
Detail,neighborhood,Bedford Park,Bronx,2011-03,
Detail,neighborhood,Belmont,Bronx,2011-03,
Detail,neighborhood,Bronxwood,Bronx,2011-03,
Detail,neighborhood,Castle Hill,Bronx,2011-03,
Detail,neighborhood,City Island,Bronx,2011-03,
Detail,neighborhood,Co-op City,Bronx,2011-03,
Detail,neighborhood,Concourse,Bronx,2011-03,1500
Detail,neighborhood,Country Club,Bronx,2011-03,
Detail,neighborhood,Crotona Park East,Bronx,2011-03,
Detail,neighborhood,East Tremont,Bronx,2011-03,
Detail,neighborhood,Eastchester,Bronx,2011-03,
Detail,neighborhood,Edenwald,Bronx,2011-03,
Detail,neighborhood,Fordham,Bronx,2011-03,
Detail,neighborhood,Highbridge,Bronx,2011-03,
Detail,neighborhood,Hunts Point,Bronx,2011-03,
Detail,neighborhood,Kingsbridge,Bronx,2011-03,
Detail,neighborhood,Laconia,Bronx,2011-03,
Detail,neighborhood,Longwood,Bronx,2011-03,
Detail,neighborhood,Melrose,Bronx,2011-03,
Detail,neighborhood,Morris Heights,Bronx,2011-03,
Detail,neighborhood,Morris Park,Bronx,2011-03,
Detail,neighborhood,Morrisania,Bronx,2011-03,
Detail,neighborhood,Mott Haven,Bronx,2011-03,
Detail,neighborhood,Norwood,Bronx,2011-03,
Detail,neighborhood,Parkchester,Bronx,2011-03,
Detail,neighborhood,Pelham Bay,Bronx,2011-03,
Detail,neighborhood,Pelham Gardens,Bronx,2011-03,
Detail,neighborhood,Pelham Parkway,Bronx,2011-03,
Detail,neighborhood,Port Morris,Bronx,2011-03,
Detail,neighborhood,Riverdale,Bronx,2011-03,2125
Detail,neighborhood,Schuylerville,Bronx,2011-03,
Detail,neighborhood,Soundview,Bronx,2011-03,
Detail,neighborhood,Throgs Neck,Bronx,2011-03,
Detail,neighborhood,Tremont,Bronx,2011-03,
Detail,neighborhood,University Heights,Bronx,2011-03,
Detail,neighborhood,Van Nest,Bronx,2011-03,
Detail,neighborhood,Wakefield,Bronx,2011-03,
Detail,neighborhood,Westchester Village,Bronx,2011-03,
Detail,neighborhood,Williamsbridge,Bronx,2011-03,
Detail,neighborhood,Woodlawn,Bronx,2011-03,
Detail,neighborhood,Woodstock,Bronx,2011-03,
Aggregation,borough,All Bronx,Bronx,2011-04,1600
Detail,neighborhood,Baychester,Bronx,2011-04,
Detail,neighborhood,Bedford Park,Bronx,2011-04,
Detail,neighborhood,Belmont,Bronx,2011-04,
Detail,neighborhood,Bronxwood,Bronx,2011-04,
Detail,neighborhood,Castle Hill,Bronx,2011-04,
Detail,neighborhood,City Island,Bronx,2011-04,
Detail,neighborhood,Co-op City,Bronx,2011-04,
Detail,neighborhood,Concourse,Bronx,2011-04,
Detail,neighborhood,Country Club,Bronx,2011-04,
Detail,neighborhood,Crotona Park East,Bronx,2011-04,
Detail,neighborhood,East Tremont,Bronx,2011-04,
Detail,neighborhood,Eastchester,Bronx,2011-04,
Detail,neighborhood,Edenwald,Bronx,2011-04,
Detail,neighborhood,Fordham,Bronx,2011-04,
Detail,neighborhood,Highbridge,Bronx,2011-04,
Detail,neighborhood,Hunts Point,Bronx,2011-04,
Detail,neighborhood,Kingsbridge,Bronx,2011-04,
Detail,neighborhood,Laconia,Bronx,2011-04,
Detail,neighborhood,Longwood,Bronx,2011-04,
Detail,neighborhood,Melrose,Bronx,2011-04,
Detail,neighborhood,Morris Heights,Bronx,2011-04,
Detail,neighborhood,Morris Park,Bronx,2011-04,
Detail,neighborhood,Morrisania,Bronx,2011-04,
Detail,neighborhood,Mott Haven,Bronx,2011-04,926
Detail,neighborhood,Norwood,Bronx,2011-04,
Detail,neighborhood,Parkchester,Bronx,2011-04,1200
Detail,neighborhood,Pelham Bay,Bronx,2011-04,
Detail,neighborhood,Pelham Gardens,Bronx,2011-04,
Detail,neighborhood,Pelham Parkway,Bronx,2011-04,
Detail,neighborhood,Port Morris,Bronx,2011-04,
Detail,neighborhood,Riverdale,Bronx,2011-04,2100
Detail,neighborhood,Schuylerville,Bronx,2011-04,
Detail,neighborhood,Soundview,Bronx,2011-04,
Detail,neighborhood,Throgs Neck,Bronx,2011-04,
Detail,neighborhood,Tremont,Bronx,2011-04,
Detail,neighborhood,University Heights,Bronx,2011-04,
Detail,neighborhood,Van Nest,Bronx,2011-04,
Detail,neighborhood,Wakefield,Bronx,2011-04,
Detail,neighborhood,Westchester Village,Bronx,2011-04,
Detail,neighborhood,Williamsbridge,Bronx,2011-04,
Detail,neighborhood,Woodlawn,Bronx,2011-04,
Detail,neighborhood,Woodstock,Bronx,2011-04,
Aggregation,borough,All Bronx,Bronx,2011-05,1498
Detail,neighborhood,Baychester,Bronx,2011-05,
Detail,neighborhood,Bedford Park,Bronx,2011-05,
Detail,neighborhood,Belmont,Bronx,2011-05,
Detail,neighborhood,Bronxwood,Bronx,2011-05,
Detail,neighborhood,Castle Hill,Bronx,2011-05,
Detail,neighborhood,City Island,Bronx,2011-05,
Detail,neighborhood,Co-op City,Bronx,2011-05,
Detail,neighborhood,Concourse,Bronx,2011-05,
Detail,neighborhood,Country Club,Bronx,2011-05,
Detail,neighborhood,Crotona Park East,Bronx,2011-05,
Detail,neighborhood,East Tremont,Bronx,2011-05,
Detail,neighborhood,Eastchester,Bronx,2011-05,
Detail,neighborhood,Edenwald,Bronx,2011-05,
Detail,neighborhood,Fordham,Bronx,2011-05,
Detail,neighborhood,Highbridge,Bronx,2011-05,
Detail,neighborhood,Hunts Point,Bronx,2011-05,
Detail,neighborhood,Kingsbridge,Bronx,2011-05,
Detail,neighborhood,Laconia,Bronx,2011-05,
Detail,neighborhood,Longwood,Bronx,2011-05,
Detail,neighborhood,Melrose,Bronx,2011-05,
Detail,neighborhood,Morris Heights,Bronx,2011-05,
Detail,neighborhood,Morris Park,Bronx,2011-05,
Detail,neighborhood,Morrisania,Bronx,2011-05,
Detail,neighborhood,Mott Haven,Bronx,2011-05,763
Detail,neighborhood,Norwood,Bronx,2011-05,
Detail,neighborhood,Parkchester,Bronx,2011-05,1100
Detail,neighborhood,Pelham Bay,Bronx,2011-05,
Detail,neighborhood,Pelham Gardens,Bronx,2011-05,
Detail,neighborhood,Pelham Parkway,Bronx,2011-05,
Detail,neighborhood,Port Morris,Bronx,2011-05,
Detail,neighborhood,Riverdale,Bronx,2011-05,2023
Detail,neighborhood,Schuylerville,Bronx,2011-05,
Detail,neighborhood,Soundview,Bronx,2011-05,
Detail,neighborhood,Throgs Neck,Bronx,2011-05,
Detail,neighborhood,Tremont,Bronx,2011-05,
Detail,neighborhood,University Heights,Bronx,2011-05,
Detail,neighborhood,Van Nest,Bronx,2011-05,
Detail,neighborhood,Wakefield,Bronx,2011-05,
Detail,neighborhood,Westchester Village,Bronx,2011-05,
Detail,neighborhood,Williamsbridge,Bronx,2011-05,
Detail,neighborhood,Woodlawn,Bronx,2011-05,
Detail,neighborhood,Woodstock,Bronx,2011-05,
Aggregation,borough,All Bronx,Bronx,2011-06,1450
Detail,neighborhood,Baychester,Bronx,2011-06,
Detail,neighborhood,Bedford Park,Bronx,2011-06,
Detail,neighborhood,Belmont,Bronx,2011-06,
Detail,neighborhood,Bronxwood,Bronx,2011-06,
Detail,neighborhood,Castle Hill,Bronx,2011-06,
Detail,neighborhood,City Island,Bronx,2011-06,
Detail,neighborhood,Co-op City,Bronx,2011-06,
Detail,neighborhood,Concourse,Bronx,2011-06,1350
Detail,neighborhood,Country Club,Bronx,2011-06,
Detail,neighborhood,Crotona Park East,Bronx,2011-06,
Detail,neighborhood,East Tremont,Bronx,2011-06,
Detail,neighborhood,Eastchester,Bronx,2011-06,
Detail,neighborhood,Edenwald,Bronx,2011-06,
Detail,neighborhood,Fordham,Bronx,2011-06,
Detail,neighborhood,Highbridge,Bronx,2011-06,
Detail,neighborhood,Hunts Point,Bronx,2011-06,
Detail,neighborhood,Kingsbridge,Bronx,2011-06,
Detail,neighborhood,Laconia,Bronx,2011-06,
Detail,neighborhood,Longwood,Bronx,2011-06,
Detail,neighborhood,Melrose,Bronx,2011-06,
Detail,neighborhood,Morris Heights,Bronx,2011-06,
Detail,neighborhood,Morris Park,Bronx,2011-06,
Detail,neighborhood,Morrisania,Bronx,2011-06,
Detail,neighborhood,Mott Haven,Bronx,2011-06,926
Detail,neighborhood,Norwood,Bronx,2011-06,
Detail,neighborhood,Parkchester,Bronx,2011-06,1163
Detail,neighborhood,Pelham Bay,Bronx,2011-06,
Detail,neighborhood,Pelham Gardens,Bronx,2011-06,
Detail,neighborhood,Pelham Parkway,Bronx,2011-06,
Detail,neighborhood,Port Morris,Bronx,2011-06,
Detail,neighborhood,Riverdale,Bronx,2011-06,2100
Detail,neighborhood,Schuylerville,Bronx,2011-06,
Detail,neighborhood,Soundview,Bronx,2011-06,
Detail,neighborhood,Throgs Neck,Bronx,2011-06,
Detail,neighborhood,Tremont,Bronx,2011-06,
Detail,neighborhood,University Heights,Bronx,2011-06,
Detail,neighborhood,Van Nest,Bronx,2011-06,
Detail,neighborhood,Wakefield,Bronx,2011-06,
Detail,neighborhood,Westchester Village,Bronx,2011-06,
Detail,neighborhood,Williamsbridge,Bronx,2011-06,
Detail,neighborhood,Woodlawn,Bronx,2011-06,
Detail,neighborhood,Woodstock,Bronx,2011-06,
Aggregation,borough,All Bronx,Bronx,2011-07,1563
Detail,neighborhood,Baychester,Bronx,2011-07,
Detail,neighborhood,Bedford Park,Bronx,2011-07,
Detail,neighborhood,Belmont,Bronx,2011-07,
Detail,neighborhood,Bronxwood,Bronx,2011-07,
Detail,neighborhood,Castle Hill,Bronx,2011-07,
Detail,neighborhood,City Island,Bronx,2011-07,
Detail,neighborhood,Co-op City,Bronx,2011-07,
Detail,neighborhood,Concourse,Bronx,2011-07,
Detail,neighborhood,Country Club,Bronx,2011-07,
Detail,neighborhood,Crotona Park East,Bronx,2011-07,
Detail,neighborhood,East Tremont,Bronx,2011-07,
Detail,neighborhood,Eastchester,Bronx,2011-07,
Detail,neighborhood,Edenwald,Bronx,2011-07,
Detail,neighborhood,Fordham,Bronx,2011-07,
Detail,neighborhood,Highbridge,Bronx,2011-07,
Detail,neighborhood,Hunts Point,Bronx,2011-07,
Detail,neighborhood,Kingsbridge,Bronx,2011-07,
Detail,neighborhood,Laconia,Bronx,2011-07,
Detail,neighborhood,Longwood,Bronx,2011-07,
Detail,neighborhood,Melrose,Bronx,2011-07,
Detail,neighborhood,Morris Heights,Bronx,2011-07,
Detail,neighborhood,Morris Park,Bronx,2011-07,
Detail,neighborhood,Morrisania,Bronx,2011-07,
Detail,neighborhood,Mott Haven,Bronx,2011-07,
Detail,neighborhood,Norwood,Bronx,2011-07,
Detail,neighborhood,Parkchester,Bronx,2011-07,
Detail,neighborhood,Pelham Bay,Bronx,2011-07,
Detail,neighborhood,Pelham Gardens,Bronx,2011-07,
Detail,neighborhood,Pelham Parkway,Bronx,2011-07,
Detail,neighborhood,Port Morris,Bronx,2011-07,
Detail,neighborhood,Riverdale,Bronx,2011-07,1938
Detail,neighborhood,Schuylerville,Bronx,2011-07,
Detail,neighborhood,Soundview,Bronx,2011-07,
Detail,neighborhood,Throgs Neck,Bronx,2011-07,
Detail,neighborhood,Tremont,Bronx,2011-07,
